Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,State,lat,lng
2020-01-20,"Saginaw, MI",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.mlive.com/news/saginaw-bay-city/2020/01/saginaw-woman-who-marched-in-selma-55-years-ago-says-theres-still-racial-inequality.html,2, MI,43.4194699,-83.9508068
2020-01-20,"University of Evansville, Evansville, IN",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.courierpress.com/story/news/local/2020/01/21/theres-still-work-do-say-speakers-mlk-day-rally-march/4522839002/,2, IN,37.9733172,-87.53186439999999
2020-01-20,"Springfield, IL",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.sj-r.com/news/20200120/king-day-observances-rally-against-racism-provide-chance-to-give-back,2, IL,39.78172130000001,-89.6501481
2020-01-20,"Long Beach, NY",150.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.newsday.com/long-island/mlk-march-events-long-island-1.40836339,4, NY,40.5884373,-73.65790799999999
2020-01-20,"City Hall, New York, NY",0.0,Racial Injustice,Civil Rights; Education; For racial justice; Against firing/reassignment,Yes,https://www.amny.com/education-2/diversity-is-strength-city-hall-rally-on-mlk-day-seeks-a-more-equal-teaching-corps-in-new-york/,2, NY,40.7135245,-74.00671009999999
2020-01-20,"Old Town Square, Fort Collins, CO",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.coloradoan.com/story/news/2020/01/20/hundreds-turn-out-fort-collins-honor-martin-luther-king-jr/4524627002/,2, CO,40.5875665,-105.075915
2020-01-20,"Bristol, VA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.heraldcourier.com/news/bristol-s-mlk-march-program-draws-large-turnout/article_4455dcd3-264f-5df1-8079-04dfbff6075c.html,2, VA,36.595142,-82.1887368
2020-01-20,"Sadie Thomas Park, Bryan, TX",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.kbtx.com/content/news/Hundreds-participate-in-march-to-honor-Dr-Martin-Luther-King-Jr--567145761.html,2, TX,30.6858967,-96.356802
2020-01-20,"Perry Square, Erie, PA",250.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.goerie.com/news/20200120/250-march-in-erie-to-honor-martin-luther-king-jr,2, PA,42.1293694,-80.0853056
2020-01-20,"University of Nebraska, Lincoln, NE",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.omaha.com/news/state_and_regional/you-can-do-it-too-youth-at-mlk-march-in/article_9d33d5ac-1c5b-507c-be12-ce850c457664.html,3, NE,40.8201966,-96.70047629999999
2020-01-20,"Pittman-Sullivan Park, San Antonio, TX",100000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.mysanantonio.com/news/local/article/Martin-Luther-King-Jr-narch-in-San-Antonio-2020-14990119.php,5, TX,29.4132996,-98.46435609999999
2020-01-20,"Springfield, MO",1000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.ky3.com/content/news/Annual-Springfield-Martin-Luther-King-Jr-march-draws-large-crowd-567143701.html,4, MO,37.2089572,-93.29229889999999
2020-01-20,"Jacksonville, TX",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://tylerpaper.com/news/local/jacksonville-keeps-dream-alive-with-martin-luther-king-jr-march/article_bce160e0-3bb2-11ea-a3af-7f8122d4094f.html,2, TX,31.963778,-95.27050419999999
2020-01-20,"Dayton, OH",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.wdtn.com/news/local-news/dayton-mlk-day-celebration-begins-with-annual-march/,2, OH,39.7589478,-84.1916069
2020-01-20,"Jacksonville, IL",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.myjournalcourier.com/news/article/Breakfast-march-tout-unity-8217-s-advantages-14991181.php,2, IL,39.733936,-90.2290098
2020-01-20,"Seattle, WA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.capitolhillseattle.com/2020/01/chs-pics-2020-seattle-mlk-day-march-makes-no-new-youth-jail-stop/,5, WA,47.6062095,-122.3320708
2020-01-20,"Dyersburg, TN",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,http://www.stategazette.com/story/2662857.html,1, TN,36.0345159,-89.38562809999999
2020-01-20,"Jonesboro, AR",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.kait8.com/2020/01/21/hundreds-march-celebrate-martin-luther-king-jr-day-jonesboro/,1, AR,35.84229670000001,-90.704279
2020-01-20,"Grand Valley State University, Allendale, MI",200.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.fox17online.com/news/local-news/lakeshore/ottawa/students-and-staff-celebrate-life-of-dr-king-with-silent-march,1, MI,42.9641221,-85.8890404
2020-01-20,"Hampton University, Hampton, VA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.13newsnow.com/article/news/community/hampton-university-honors-dr-martin-luther-king-jr-with-march-program/291-e91602bf-2b8b-4c48-b0c8-dbad335bd9cb,1, VA,37.0228392,-76.3343603
2020-01-20,"Toledo, OH",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.wtol.com/article/news/local/toledoans-march-to-celebrate-martin-luther-king/512-d999bbe5-989c-4fc5-bf17-6d1f50156d3b,1, OH,41.6528052,-83.5378674
2020-01-20,"Detroit, MI",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.clickondetroit.com/news/local/2020/01/20/martin-luther-king-jr-high-school-students-organize-march-to-honor-civil-rights-leader/,1, MI,42.331427,-83.0457538
2020-01-20,"Redding, CA",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.redding.com/story/news/2020/01/20/shasta-county-celebrates-mlk-day-annual-march-downtown-redding/4490295002/,1, CA,40.5865396,-122.3916754
2020-01-20,"Margaret T. Hance Park, Phoenix, AZ",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.azcentral.com/story/news/local/phoenix/2020/01/20/phoenix-march-honors-martin-luther-king-jr-legacy/4525257002/,1, AZ,33.4615959,-112.0762493
2020-01-20,"Pack Square Park, Asheville, NC",600.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.citizen-times.com/story/news/local/2020/01/20/asheville-mlk-day-peace-rally-and-march-honors-martin-luther-king/4490129002/,1, NC,35.5955651,-82.549388
2020-01-20,"State Capitol, Columbia, SC",10000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.latimes.com/world-nation/story/2020-01-20/2020-democratic-contenders-link-arms-in-king-day-march,12, SC,34.0003255,-81.03311579999999
2020-01-20,"Macon, GA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.macon.com/news/local/article239456478.html,1, GA,32.8406946,-83.6324022
2020-01-20,"Raleigh, NC",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.newsobserver.com/news/local/article239402678.html,2, NC,35.7795897,-78.6381787
2020-01-20,"Durham, NC",500.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.newsobserver.com/news/local/article239402678.html,2, NC,35.9940329,-78.898619
2020-01-20,"New Braunfels, TX",1000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,http://herald-zeitung.com/community_alert/article_38a1ccf0-3bf0-11ea-9975-afe7e2718c58.html,2, TX,29.7030024,-98.1244531
2020-01-20,"Spokane, WA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.krem.com/article/news/local/martin-luther-king-jr-day-march-rally-spokane/293-02f256a7-834f-4ded-9202-2886850578b8,1, WA,47.6587802,-117.4260465
2020-01-20,"Eugene, OR",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.registerguard.com/news/20200120/eugene-march-honors-martin-luther-king-jrs-legacy,1, OR,44.0520691,-123.0867536
2020-01-20,"Pleasantville, NJ",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.pressofatlanticcity.com/education/pleasantville-march-promotes-educational-equality-in-the-name-of-king/article_f7276ef3-8336-5888-9208-d0de567fdfaf.html,1, NJ,39.3898388,-74.5240422
2020-01-20,"State Capitol, Boise, ID",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.kivitv.com/news/hundreds-march-to-statehouse-for-martin-luther-king-jr-day,1, ID,43.6178216,-116.1995185
2020-01-20,"Mt. Pleasant, MI",250.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.themorningsun.com/news/civil-rights-leader-remembered-during-march-presentations/article_0477ca62-3bcb-11ea-89c7-0b49a9c4332a.html,1, MI,43.59780749999999,-84.7675139
2020-01-20,"Iowa City, IA",60.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.thegazette.com/subject/news/annual-martin-luther-king-march-in-iowa-city-promotes-unity-20200120,1, IA,41.6611277,-91.5301683
2020-01-20,"Pueblo, CO",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.koaa.com/news/covering-colorado/pueblo-honors-mlk-with-annual-march-and-rally,1, CO,38.2544472,-104.6091409
2020-01-20,"Waynesboro, VA",50.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.newsvirginian.com/news/local/community-gathers-for-annual-mlk-march/article_afa71842-9332-57d1-a7c6-c0d3114cddd9.html,2, VA,38.0684692,-78.8894682
2020-01-20,"Bowling Green, KY",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.bgdailynews.com/news/slide-show-bowling-green-celebrates-martin-luther-king-jr-day/collection_ea1d59f0-bd76-520b-8008-ec22376f90c0.html,1, KY,36.9685219,-86.4808043
2020-01-20,"Lexington, KY",1200.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.wtvq.com/2020/01/20/hundreds-take-part-freedom-march-lexington/,1, KY,38.0405837,-84.5037164
2020-01-20,"State Capitol, Tallahassee, FL",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.wctv.tv/content/news/Martin-Luther-King-Jr-Day-Celebrations--567125291.html,2, FL,30.4380598,-84.2820709
2020-01-20,"Sacramento, CA",1000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://fox40.com/2020/01/20/thousands-march-in-south-sacramento-for-martin-luther-king-jr-day/,3, CA,38.5815719,-121.4943996
2020-01-20,"University of Texas, Austin, TX",1000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://thedailytexan.com/2020/01/20/thousands-gather-at-ut-austin-march-to-commemorate-martin-luther-king-jr,4, TX,30.2849185,-97.7340567
2020-01-20,"Seaside, CA",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.montereyherald.com/seasides-mlk-march-a-reason-to-come-together,1, CA,36.6149217,-121.822098
2020-01-20,"Idaho State University, Pocatello, ID",200.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.idahostatejournal.com/news/local/hundreds-march-on-isu-campus-to-honor-mlk/article_ebad6bb6-a190-58a1-9648-7febc9a427b6.html,1, ID,42.8627836,-112.429762
2020-01-20,"City Hall, Bloomington, IN",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.idsnews.com/article/2020/01/march-down-seventh-street-celebrates-martin-luther-king-jr-day,1, IN,39.1703084,-86.5369425
2020-01-20,"San Francisco, CA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.sfchronicle.com/bayarea/article/Annual-MLK-Day-march-in-San-Francisco-brings-out-14990356.php,1, CA,37.7749295,-122.4194155
2020-01-20,"McKay High School, Salem, OR",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.statesmanjournal.com/story/news/2020/01/20/martin-luther-king-jr-day-salem-oregon-march-day-of-service/2838456001/,1, OR,44.957108,-122.979614
2020-01-20,"Oxnard, CA",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.vcstar.com/story/news/local/2020/01/21/hundreds-march-oxnard-honor-martin-luther-king-jr/4489853002/,1, CA,34.1975048,-119.1770516
2020-01-20,"Desert Hot Springs, CA",20.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.desertsun.com/story/news/local/desert-hot-springs/2020/01/20/mlk-day-march-heldin-desert-hot-springs/4490038002/,1, CA,33.961124,-116.5016784
2020-01-20,"Clarksville, TN",5.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.theleafchronicle.com/story/news/local/clarksville/2020/01/20/mlk-jubilation-continues-despite-march-being-called-off/4519328002/,1, TN,36.5297706,-87.3594528
2020-01-20,"Mobile, AL",200.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.al.com/news/2020/01/a-message-of-love-and-peace-as-martin-luther-king-jr-remembered-in-mobile.html,1, AL,30.6953657,-88.0398912
2020-01-20,"Denver, CO",1000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://denverite.com/2020/01/20/politicians-political-protest-and-hopeful-people-launch-denvers-martin-luther-king-jr-marade/,2, CO,39.7392358,-104.990251
2020-01-20,"Marion Square, Charleston, SC",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.live5news.com/2020/01/20/martin-luther-king-jr-rally-charleston-addresses-education-gun-violence/,1, SC,32.7869083,-79.93570830000002
2020-01-20,"Johnson City, TN",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.johnsoncitypress.com/History/2020/01/20/We-re-all-we-got-Hundreds-march-to-honor-the-legacy-of-Martin-Luther-King-Jr.html,1, TN,36.3134397,-82.3534727
2020-01-20,"Southfield, MI",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.theoaklandpress.com/news/hundreds-march-in-southfield-to-celebrate-the-life-of-mlk/article_22dee606-3bae-11ea-b37b-679517159661.html,1, MI,42.4733688,-83.2218731
2020-01-20,"Yakima, WA",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.yakimaherald.com/news/news_watch/watch-martin-luther-king-jr-day-march/html_1ac9690d-e3d3-5f91-a720-c1806bf520f3.html,1, WA,46.6020711,-120.5058987
2020-01-20,"Big Spring, TX",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.bigspringherald.com/multimedia/mlk-jr-day-march/video_ca10319a-3bfa-11ea-8620-b37d66f9258e.html,1, TX,32.2503979,-101.4787355
2020-01-20,"Nacogdoches, TX",50.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.dailysentinel.com/news/local/article_aa5481b2-9487-5484-80ea-ba6492f2a388.html,1, TX,31.6035129,-94.6554874
2020-01-20,"Orange, TX",0.0,Racial Injustice,"Civil Rights; For racial justice; Against Confederate symbol; Martin Luther King, Jr.",Yes,https://www.beaumontenterprise.com/news/article/Confederate-memorial-draws-a-protest-on-MLK-Day-14990821.php,1, TX,30.0929879,-93.7365549
2020-01-20,"Hopkinsville, KY",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.kentuckynewera.com/news/article_8a8c32c2-8c27-52df-a4b5-643c5771803a.html,1, KY,36.8656008,-87.4886186
2020-01-20,"Victorville, CA",300.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.vvdailypress.com/news/20200120/annual-peace-march-ceremony-in-victorville-honors-mlk-with-powerful-message-of-unity,1, CA,34.5362184,-117.2927641
2020-01-20,"Trekell Park, Eloy, AZ",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.pinalcentral.com/eloy_enterprise/news/eloy-marks-mlk-day-with-march-breakfast/article_0ae5ecfc-487f-53a2-9e70-74f13a220b27.html,1, AZ,32.7522264,-111.5639315
2020-01-20,"Romulus, MI",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,http://www.thenewsherald.com/news/romulus-officials-recognize-mlk-day-as-a-call-to-action/article_bf130464-3c6a-11ea-8a91-03192e305dcc.html,2, MI,42.2222614,-83.39659940000001
2020-01-20,"Salt Lake City, UT",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://fox13now.com/2020/01/20/utahns-march-in-honor-of-martin-luther-king-jr/,1, UT,40.7607793,-111.8910474
2020-01-20,"Portales, NM",500.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.easternnewmexiconews.com/story/2020/01/22/news/crowd-turns-out-for-march/164455.html,1, NM,34.1861922,-103.3343978
2020-01-20,"Kapiolani Park, Honolulu, HI",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.hawaiinewsnow.com/2020/01/21/legacy-martin-luther-king-jr-celebrated-with-annual-parade-unity-rally/,1, HI,21.2667349,-157.8187536
2020-01-20,"Courthouse Square, Houma, LA",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.dailycomet.com/news/20200120/houma-march-honors-martin-luther-king,1, LA,29.5957696,-90.71953479999999
2020-01-20,"Bronx, New York, NY",0.0,Racial Injustice,Civil Rights; Education; For racial justice,Yes,https://www.pix11.com/news/local-news/bronx/educators-rally-for-more-teacher-diversity-in-the-bronx,1, NY,40.8447819,-73.8648268
2020-01-20,"Lufkin, TX",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,http://lufkindailynews.com/news/local/article_d9dfe010-dd8a-53c3-9fb7-a70d9eda5b33.html,1, TX,31.3382406,-94.729097
2020-01-20,"Santa Cruz, CA",300.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.santacruzsentinel.com/mlk-day-activists-march-for-equality-in-santa-cruz,2, CA,36.9741171,-122.0307963
2020-01-20,"Temple, TX",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.tdtnews.com/news/central_texas_news/article_667e6662-3bf3-11ea-abc3-3fc95464678d.html,1, TX,31.0982344,-97.342782
2020-01-20,"Prescott, AZ",400.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.dcourier.com/news/2020/jan/20/hundreds-march-prescott-martin-luther-king-day/,1, AZ,34.5400242,-112.4685025
2020-01-20,"Paducah, KY",20.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.paducahsun.com/news/local/frigid-mlk-march-kicks-off-annual-observances/article_618b8fdb-8182-5d28-a07d-65bf549fca64.html,1, KY,37.0833893,-88.6000478
2020-01-20,"Missoula, MT",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://missoulian.com/news/local/missoula-rallies-on-martin-luther-king-day/article_4e6ea377-88c5-5b8c-9741-8fab307a54f9.html,1, MT,46.8721284,-113.9940314
2020-01-20,"Peninsula Park, Portland, OR",300.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.oregonlive.com/news/2020/01/portland-groups-gather-march-in-honor-of-martin-luther-king-jr.html,1, OR,45.5674558,-122.6734142
2020-01-20,"Abilene, TX",1000.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.reporternews.com/story/news/local/2020/01/20/why-they-march-bridge-abilene-community-unity-and-children/4524123002/,1, TX,32.4487364,-99.73314390000002
2020-01-20,"Corpus Christi, TX",100.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.caller.com/story/news/local/2020/01/20/corpus-christi-march-honors-dr-martin-luther-king-jr-s-dream/4505828002/,1, TX,27.8005828,-97.39638099999999
2020-01-20,"Central Park, Seguin, TX",200.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,http://seguingazette.com/news/article_e900f424-3cb6-11ea-ab66-57532a058f37.html,1, TX,29.5679068,-97.96422439999999
2020-01-20,"London, KY",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.sentinel-echo.com/news/local_news/london-remembers-dr-martin-luther-king-jr-with-march/article_b48e0dde-2d54-50b1-9bc6-5bd8a8b2be0d.html,1, KY,37.1289771,-84.08326459999999
2020-01-21,"University of Oklahoma , Norman, OK",0.0,Racial Injustice,"Civil Rights; For racial justice; Martin Luther King, Jr.",Yes,https://www.normantranscript.com/news/ou-leaders-reflect-on-civil-rights-legacy-university-s-future/article_220f53da-3c82-11ea-a4eb-8f2311cf7925.html,2, OK,35.2058936,-97.4457137
2020-01-23,"Hempstead, NY",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsday.com/long-island/nassau/police-brutality-nassau-hilton-jones-1.40935573,2, NY,40.7062128,-73.6187397
2020-01-25,"State Capitol, Salt Lake City, UT",50.0,Racial Injustice,Civil Rights; For racial justice; Native Americans,Yes,https://www.sltrib.com/news/2020/01/25/tribal-leaders-capitol,3, UT,40.7774076,-111.8881773
2020-01-25,"University of Richmond, Richmond, VA",0.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.nbc12.com/2020/01/26/students-protest-after-racist-graffiti-university-richmond/,1, VA,37.5751669,-77.5407146
2020-01-28,"Charlotte, NC",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.charlotteobserver.com/news/local/crime/public-safety-blog/article239731588.html,1, NC,35.2270869,-80.8431267
2020-01-28,"Ball State University, Munice, IN",200.0,Racial Injustice,Civil Rights; Education; For racial justice,Yes,https://www.thestarpress.com/story/news/local/2020/01/28/bsu-students-demand-cop-calling-professors-retirement/4595909002/,3, IN,40.2049604,-85.40628459999999
2020-01-31,"New Haven, CT",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nhregister.com/news/article/Family-friends-rally-in-New-Haven-to-keep-15021020.php,2, CT,41.308274,-72.9278835
2020-01-31,"Grand Central Terminal, New York, NY",500.0,Racial Injustice,Civil Rights; For racial justice; Against police presence; Transportation,Yes,https://www.nydailynews.com/new-york/nyc-crime/ny-nypd-prepares-for-massive-protest-in-nyc-20200131-ksszmcdc2bawfpyrp3bp7d5kbe-story.html,9, NY,40.7527262,-73.9772294
2020-01-31,"City Hall, New York, NY",0.0,Racial Injustice,Civil Rights; For racial justice; For criminal justice reform,Yes,https://www.news10.com/news/albany-county/pro-bail-reform-rally-set-for-tuesday/,1, NY,40.7135245,-74.00671009999999
2020-02-01,"Baldwin, NY",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://longisland.news12.com/story/41640757/demonstrators-march-in-baldwin-against-police-brutality,1, NY,40.6686336,-73.6119129
2020-02-03,"Summit Academy, Youngstown, PA",0.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.wfmj.com/story/41647635/summit-academy-in-youngstown-holds-inaugural-peace-march,1, PA,41.1058568,-80.7003863
2020-02-03,"Chester, SC",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldonline.com/news/local/article239839793.html,2, SC,34.7048613,-81.2142561
2020-02-04,"University of Georgia, Athens, GA",20.0,Racial Injustice,Civil Rights; For racial justice; Against eminent domain,Yes,https://www.redandblack.com/athensnews/linnentown-protesters-pack-athens-mayor-and-commission-meeting/article_6cb6e950-47e7-11ea-8b27-5f6b6e7ebd17.html,1, GA,33.9480053,-83.3773221
2020-02-05,"Saline, MI",0.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.sentinel-standard.com/news/20200206/stay-in-mexico-remark-prompts-inclusion-rally-in-saline,4, MI,42.1667072,-83.7816075
2020-02-05,"Milwaukee, WI",0.0,Racial Injustice,Civil Rights; For racial justice; For firing/reassignment,Yes,https://www.cbs58.com/news/milwaukee-black-panthers-protest-at-roundys-after-employees-accused-of-using-racial-slurs,1, WI,43.0389025,-87.9064736
2020-02-07,"Roland Park, Baltimore, MD",0.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.wbaltv.com/article/roland-park-rally-against-racism/30814458,1, MD,39.3544272,-76.63838319999999
2020-02-07,"University of California, Santa Cruz, CO",0.0,Racial Injustice,Civil Rights; For racial justice; Against white supremacy,Yes,https://www.ksbw.com/article/uc-santa-cruz-college-republicans-claim-they-were-attacked-harassed-and-threatened-by-protesters/30946721,1, CO,36.9880503,-122.0582093
2020-02-08,"Lownsdale Square, Portland, OR",200.0,Racial Injustice,Civil Rights; For racial justice; Against white supremacy; Counter protest; Antifa,Yes,https://pamplinmedia.com/pt/9-news/451262-367844-portland-police-arrest-3-after-skirmishes-at-anti-kkk-rally,11, OR,45.5160628,-122.6773818
2020-02-12,"Wilmington, DE",200.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.delawareonline.com/story/news/2020/02/13/scapegoat-not-enough-odyssey-charter-president-told-rally/4747448002/,1, DE,39.744655,-75.5483909
2020-02-12,"Senn High School, Chicago, IL",0.0,Racial Injustice,Civil Rights; Education; For racial justice; National anthem,Yes,https://chicago.suntimes.com/education/2020/2/12/21135560/senn-high-school-mary-beck-go-back-country,2, IL,41.989008,-87.6667645
2020-02-13,"Columbus, OH",0.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dispatch.com/news/20200214/mayor-ginther-to-meet-with-state-of-city-protesters,1, OH,39.9611755,-82.99879419999999
2020-02-14,"University of Colorado, Boulder, CO",20.0,Racial Injustice,Civil Rights; Collective Bargaining; For racial justice; For better compensation,Yes,https://www.dailycamera.com/cu-boulder-students-protest-latina-former-professors-tenure,1, CO,40.00758099999999,-105.2659417
2020-02-15,"Logan, WV",0.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.loganbanner.com/news/symbolic-march-and-dinner-event-highlights-black-history/article_8ebd782d-09ee-5430-be1b-d140b77ee03d.html,1, WV,37.8487147,-81.9934581
2020-02-17,"Syracuse University, Syracuse, NY",30.0,Racial Injustice,Civil Rights; Education; For racial justice; For firing/reassignment,Yes,https://www.syracuse.com/syracuse-university/2020/02/after-warnings-syracuse-university-suspends-30-student-protesters-refusing-to-leave.html,13, NY,43.0391534,-76.1351158
2020-02-18,"Pittsburgh, PA",0.0,Racial Injustice,Civil Rights; For racial justice; For firing/reassignment,Yes,https://www.wtae.com/article/naacp-rally-in-pittsburgh-judge-mark-tranquilli/30986072,1, PA,40.44062479999999,-79.9958864
